year,data_status_cd,deal_type_sort,deal_type_cd,deal_type,new_build_sort,new_build_cd,new_build,area_sort,area_cd,area_name,rooms_sort,rooms_cd,rooms_label,num_transactions,price_per_sqm_chf,median_price_chf,total_price_chf,area_level,rooms_num,has_price_data
2010,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,1,1,1-Zimmer,5.0,12800.0,394610.0,3092657.0,district,1,True
2010,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,2,2,2-Zimmer,3.0,10941.0,900000.0,2337000.0,district,2,True
2010,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,3,3,3-Zimmer,10.0,10189.0,950000.0,11005343.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,4,4,4-Zimmer,9.0,4531.0,779340.0,8281701.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,5,5,5-Zimmer,4.0,9947.0,1375000.0,5400000.0,district,5,True
2010,D,1,22,Kauf,1,J,Ja,20,2,Kreis 2,6,6,6-Zimmer und mehr,4.0,4270.0,841770.0,3712121.0,district,6,True
2010,D,1,22,Kauf,1,J,Ja,21,21,Wollishofen,3,3,3-Zimmer,6.0,10189.0,975000.0,6915343.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,21,21,Wollishofen,6,6,6-Zimmer und mehr,4.0,4270.0,841770.0,3712121.0,quarter,6,True
2010,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,1,1,1-Zimmer,3.0,11072.0,295000.0,928333.0,district,1,True
2010,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,2,2,2-Zimmer,12.0,7917.0,700000.0,8440000.0,district,2,True
2010,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,3,3,3-Zimmer,40.0,7806.0,847500.0,33415940.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,4,4,4-Zimmer,23.0,7911.0,980000.0,24208000.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,5,5,5-Zimmer,18.0,8589.0,1180000.0,21327000.0,district,5,True
2010,D,1,22,Kauf,1,J,Ja,30,3,Kreis 3,6,6,6-Zimmer und mehr,8.0,5101.0,1040000.0,9340000.0,district,6,True
2010,D,1,22,Kauf,1,J,Ja,31,31,Alt-Wiedikon,3,3,3-Zimmer,32.0,7761.0,847500.0,26797094.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,31,31,Alt-Wiedikon,6,6,6-Zimmer und mehr,8.0,5101.0,1040000.0,9340000.0,quarter,6,True
2010,D,1,22,Kauf,1,J,Ja,34,34,Sihlfeld,3,3,3-Zimmer,8.0,9724.0,846220.0,6618846.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,40,4,Kreis 4,3,3,3-Zimmer,6.0,9594.0,720000.0,4259482.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,40,4,Kreis 4,4,4,4-Zimmer,9.0,7129.0,680000.0,5540508.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,42,42,Langstrasse,3,3,3-Zimmer,6.0,9594.0,720000.0,4259482.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,42,42,Langstrasse,4,4,4-Zimmer,6.0,7371.0,744500.0,4165508.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,50,5,Kreis 5,2,2,2-Zimmer,10.0,9683.0,740000.0,7050000.0,district,2,True
2010,D,1,22,Kauf,1,J,Ja,50,5,Kreis 5,3,3,3-Zimmer,31.0,8271.0,865000.0,25932629.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,50,5,Kreis 5,4,4,4-Zimmer,12.0,7984.0,1010000.0,13255271.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,51,51,Gewerbeschule,3,3,3-Zimmer,10.0,6267.0,627390.0,6279129.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,52,52,Escher Wyss,3,3,3-Zimmer,21.0,8318.0,893500.0,19653500.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,2,2,2-Zimmer,10.0,6964.0,515000.0,5455803.0,district,2,True
2010,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,3,3,3-Zimmer,26.0,8364.0,815000.0,24929000.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,4,4,4-Zimmer,39.0,7692.0,1000000.0,41284000.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,60,6,Kreis 6,5,5,5-Zimmer,22.0,8553.0,1177000.0,29276800.0,district,5,True
